0.74515,0.42982,0.17617
0.68524,-0.13178,0.10331
0.48227,-0.052022,-0.47697
0.13192,0.55643,0.015514
-0.35295,-0.26168,-0.38207
-0.90936,-0.087923,-0.1857
-0.56744,0.46361,0.19627
-0.2533,-0.67549,0.18984
-0.39404,0.27304,-0.51162
-0.6586,0.24101,0.26812
-0.8252,-0.1917,-0.19748
-0.079962,0.74052,-0.0018187
-0.14251,0.37235,-0.5168
-0.9954,-0.14013,0.073778
0.4519,0.57516,-0.2499
-0.75436,0.34688,0.26281
0.50846,-0.75779,0.11899
-0.69856,-0.53259,0.05747
-0.50966,-0.49305,-0.019814
-0.10304,0.92616,-0.016393
0.27398,0.48589,0.53306
-0.43496,-0.3003,0.33063
-0.04186,-0.35424,-0.34288
0.13449,-0.41376,-0.60059
-0.20489,0.10434,0.63261
-0.84681,0.16135,-0.25036
-0.75412,-0.054471,-0.40732
0.837,0.1052,-0.085699
0.42151,0.26587,0.44613
0.30547,0.37441,-0.44812
-0.3418,0.46022,0.33085
0.36618,-0.54662,-0.33866
-0.16094,-0.67645,-0.089173
-0.70423,-0.30422,0.27112
0.15344,-0.42017,0.57414
-0.55449,-0.43708,-0.28826
-0.73683,-0.14399,-0.1064
0.46758,-0.32438,-0.45095
0.69734,-0.40896,-0.22811
-0.42183,0.62145,0.046991
-0.73424,0.32675,0.098908
0.090911,-0.26326,-0.33941
0.31498,0.40708,-0.4587
0.35535,-0.46454,-0.12461
0.89381,0.24108,0.10197
0.48343,0.65277,0.081622
0.68069,0.074605,-0.39652
0.35467,-0.2214,0.59603
0.3415,-0.30972,-0.2428
0.044122,-0.11673,0.58699
0.65582,-0.62571,-0.37613
-0.62721,0.2186,0.44768
0.3345,-0.070509,-0.54586
0.44298,-0.34595,-0.45174
0.071361,0.46103,0.51325
-0.82791,0.36611,-0.30163
0.5645,0.41466,0.16604
-0.84926,0.31548,0.33212
-0.24524,0.48596,-0.3864
-0.30941,0.41055,0.38185
-0.6423,-0.44463,-0.00020102
0.97865,0.28069,0.15815
-0.55644,-0.1298,0.33752
0.14187,-0.48278,0.32242
-0.93734,-0.22324,0.030239
0.76351,0.15137,-0.32017
-0.028876,-0.26552,-0.49933
-1.0011,0.45219,0.23237
-0.3878,-0.72612,0.018657
-0.53356,-0.3302,0.2765
0.092863,0.75333,0.072389
0.88181,-0.16867,-0.28726
0.67748,0.57392,-0.26633
0.42391,-0.10885,-0.65097
-0.27816,-0.57416,-0.025171
-0.13796,-0.61051,0.37806
-0.74481,0.45276,-0.096623
-0.2169,0.52247,0.39949
0.15201,-0.545,0.47169
0.75821,-0.2028,-0.14815
-0.83892,0.25442,-0.38248
0.81536,0.28944,0.19966
0.50457,0.58069,-0.36214
0.65032,-0.16933,-0.426
0.21061,-0.18478,-0.54941
0.90135,0.0096478,-0.20417
0.29194,0.077001,0.54123
0.95751,-0.032197,0.13944
0.21068,0.047045,0.58175
-1.0427,0.25599,0.07827
0.58738,-0.33119,-0.075098
-0.86256,-0.2563,0.39001
0.41072,-0.43926,-0.59756
-0.5075,0.51623,-0.11075
0.75778,0.30162,0.26334
-0.37374,-0.40458,-0.44477
0.68535,-0.33256,0.64372
0.15951,-0.0095898,0.60946
0.16749,0.66872,0.025887
-0.16658,0.51298,0.1013
0.54762,0.1148,0.40623
-0.26144,0.70663,-0.18204
-0.59359,0.22644,0.21679
0.29756,0.3464,0.53771
-0.16539,-0.6925,0.35009
0.76897,-0.32509,-0.35068
-0.088092,0.69997,-0.034426
1.1217,0.22455,0.05902
-0.051206,0.13373,-0.62096
0.34376,-0.029651,-0.70917
-0.26932,0.71061,-0.31478
1.0381,0.20251,-0.30019
-0.50508,-0.29235,-0.17667
-0.61555,0.38004,0.12195
-0.44264,0.56234,0.0081314
0.58433,0.53899,-0.13404
0.75859,0.27975,0.50223
-0.84388,0.041288,-0.45052
0.54442,-0.64393,-0.26165
-0.33598,0.67525,0.088144
-0.017263,-0.29514,0.41097
-0.46908,-0.24972,-0.47107
0.25638,-0.4536,0.10773
0.72576,0.56372,-0.09947
0.21291,0.5212,-0.2799
0.58995,-0.75473,0.12605
0.77947,0.50654,0.042693
0.59924,-0.49794,-0.2928
-0.46915,0.4507,-0.53759
0.72677,0.27986,0.12649
-0.36338,0.48242,-0.31631
0.9508,0.012733,-0.054986
0.63371,0.33905,-0.3317
-0.79461,0.068113,0.25772
-0.31474,-0.51783,-0.059106
1.0256,0.00072029,-0.20565
0.25419,0.78173,-0.31875
0.32683,-0.57053,-0.38821
-0.79184,0.40957,-0.080945
-0.46455,0.35908,0.20722
0.19851,0.50111,0.63971
0.22241,0.52877,0.2664
-0.54669,-0.44232,0.46361
-0.88549,-0.030531,0.39384
-0.44528,0.48276,0.18611
0.5513,0.41334,0.023498
0.48827,0.49402,-0.26452
0.59247,0.65036,-0.098811
0.23904,-0.28609,-0.65703
-0.22374,0.22081,-0.67935
-0.67487,0.27749,0.4637
-0.77205,-0.43621,0.022207
0.19586,0.5926,0.37404
-0.63981,0.009069,-0.27536
-0.51204,0.014242,0.48971
-1.0086,-0.0024906,0.18255
-0.041911,-0.14241,-0.5467
0.78874,-0.38031,-0.26344
-0.0051079,-0.74318,0.22079
-0.51806,0.13275,-0.31826
-0.16197,-0.78046,-0.11475
-0.79928,-0.16028,-0.30028
0.099247,-0.71081,0.18468
0.62284,-0.2447,-0.16264
-0.17067,-0.59073,-0.14083
0.43193,-0.31707,0.43651
0.67462,0.51941,-0.066677
0.51827,-0.41072,0.34591
-0.93305,-0.052713,-0.030192
-0.27377,0.34375,-0.65204
0.20759,0.41552,-0.44224
-1.0084,-0.14728,0.25776
0.46851,0.60032,0.010313
0.8915,-0.45613,-0.065739
0.71558,-0.095885,0.40629
0.092193,-0.30714,-0.35987
0.6752,-0.17365,0.42921
0.5126,0.1436,-0.5896
-0.94633,0.1014,-0.050005
-0.57563,-0.27059,-0.30521
0.33721,0.61597,0.10434
-0.98714,-0.35213,-0.078939
0.29462,-0.7428,-0.068686
0.25058,0.65004,0.16606
0.33723,0.55633,-0.14598
0.66637,-0.22585,0.4161
-1.2123,-0.0060736,0.054356
0.2934,-0.75424,-0.11652
-0.67815,0.1091,-0.45312
-0.31993,-0.54918,0.00071533
0.31125,0.67868,0.18095
-0.43348,0.57836,0.23511
0.89989,-0.36649,0.0048145
0.97015,0.28606,-0.4426
0.72625,-0.52101,0.17893
0.69531,-0.3045,-0.47557
0.0036695,-0.74509,0.15737
0.15184,0.12499,0.86561
-0.026731,0.18991,-0.48877
0.63929,-0.623,-0.023724
-0.59467,0.29286,-0.51542
0.49423,-0.65435,0.097653
0.8386,-0.28671,0.36955
-0.1657,-0.75182,-0.19174
-0.74311,0.12049,0.31461
0.27791,0.061381,0.48717
-0.656,-0.44486,0.066287
0.50626,0.21803,-0.4077
0.19671,0.51987,0.24328
-0.80026,-0.10056,0.55179
-0.17179,-0.2968,-0.63778
-0.86185,-0.24364,-0.3134
0.77416,-0.50923,0.039275
-0.014005,-0.56237,-0.045853
-0.004565,0.44098,-0.34069
-0.62482,-0.36385,0.23929
-0.655,-0.4571,0.4362
0.11285,0.078308,-0.6717
-0.87788,0.34679,-0.21146
0.9425,-0.235,-0.025022
-0.33048,0.34903,-0.48786
-0.43751,0.62838,-0.33736
0.69289,-0.16114,0.13465
-0.91882,-0.27605,0.057087
0.58284,0.65117,-0.28022
0.12155,-0.63159,0.062272
-0.59409,-0.4523,0.24163
0.77781,0.38781,0.30877
0.42358,-0.16123,0.5409
-0.50061,0.2354,0.47728
-0.062901,-0.51572,-0.42701
-0.068373,0.57231,-0.46586
-0.95556,0.13811,-0.1674
0.59306,0.53816,-0.18239
-0.44386,-0.31555,-0.43062
-0.21699,0.64413,-0.14543
-0.4275,0.032264,-0.47074
-0.52212,0.53024,-0.31804
-0.76399,-0.2488,0.24851
0.68576,0.25543,0.08194
-0.69695,0.33187,-0.060601
-0.93017,0.044205,0.14715
-0.64528,-0.15488,0.34119
0.28002,-0.50494,-0.15502
-0.82126,0.25589,-0.07775
1.0161,0.052121,-0.19007
0.44333,0.30785,-0.33859
0.65106,0.30353,0.53237
0.13643,-0.66124,0.15765
-0.25287,-0.23929,0.59127
-0.62662,0.6262,0.044701
-0.11162,-0.81594,0.14441
-0.95756,0.47799,0.041751
0.48415,-0.58454,0.22057
0.090615,0.53252,-0.41955
0.55593,-0.63096,-0.12574
0.085717,0.46103,-0.2684
0.80819,0.25234,0.08265
-0.27811,-0.51865,0.047803
0.35043,-0.0074408,-0.55719
0.37283,0.7139,0.028918
0.695,0.42245,-0.34308
-0.22402,-0.19958,0.5015
-0.85875,-0.15821,-0.001464
-0.77019,0.078888,-0.37586
-0.76845,-0.26376,0.39665
-0.83333,0.47867,-0.42551
0.96274,0.18677,0.26583
0.024905,-0.58651,0.02345
-0.32682,0.18771,0.50084
0.16808,-0.16635,0.6647
-0.85228,-0.37279,0.16404
0.81902,0.064225,0.097915
0.1758,-0.36285,-0.62067
-0.20394,-0.41146,0.29621
0.34902,0.22641,0.59235
0.75898,0.22905,-0.26593
-0.026681,-0.1817,0.39754
0.37455,-0.43512,0.37025
0.92244,-0.56268,-0.043446
0.58461,-0.30833,0.36239
-0.62485,-0.35577,-0.23927
0.307,0.80105,-0.12665
-0.9286,0.0090587,0.20928
0.86114,-0.10073,-0.094943
-0.18619,-0.76787,0.2352
-0.54445,-0.081362,0.51148
0.94855,0.28665,0.1765
-0.080359,-0.56253,-0.22489
-0.46194,0.20904,-0.58001
0.93725,-0.23698,0.1453
-0.90885,0.42321,0.076279
-0.77892,0.51163,-0.11057
0.80712,-0.01994,-0.62408
0.73628,-0.39051,0.13983
-0.66183,0.18649,0.11949
-0.97552,0.404,-0.11703
0.77064,0.45837,-0.064199
0.87918,0.038625,0.012955
-0.13176,0.7718,0.33996
0.45672,-0.32279,-0.46757
-1.022,-0.18338,-0.11763
-0.094458,0.7061,0.024731
0.025616,0.045985,-0.6914
-0.20393,0.64095,0.85056
0.62096,-0.40335,-0.55303
0.9181,-0.32464,0.22653
-0.12845,-0.48127,-0.37377
-0.051931,0.58473,-0.57978
0.78203,-0.46024,0.044815
0.091637,-0.62436,-0.41508
-0.91493,0.29866,-0.21155
-0.85171,-0.1312,0.6233
0.9122,-0.21814,-0.364
0.25244,0.3314,-0.16306
-0.38079,-0.43841,-0.56393
0.26174,0.58118,-0.14666
0.72035,0.27933,-0.38915
0.95668,-0.023039,-0.34828
